date_ech,code_qual,lib_qual,coul_qual,date_dif,type_zone,code_zone,lib_zone,source,code_ambroisie,code_aulne,code_armoise,code_bouleau,code_graminees,code_olivier,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg
2025/10/23 00:00:00,"1",Bon,#50F0E6,2025/10/23 00:00:00,EPCI,"200096675",CC Baud Communauté,Air Breizh,"1","1","1","1","1","1",-3.02132932402752,47.8741045202988,250301.1,250301.1,"2154"
2025/07/11 00:00:00,"3",Dégradé,#F0E641,2025/07/11 00:00:00,EPCI,"200066868",CC Presqu'île de Crozon-Aulne maritime,Air Breizh,"1","1","1","1","3","1",-4.48895331572591,48.2453434771883,144895.9,144895.9,"2154"
2025/08/21 00:00:00,"2",Moyen,#50CCAA,2025/08/21 00:00:00,EPCI,"243500741",CA Redon Agglomération,Air Breizh,"1","1","1","1","2","1",-2.08382885656101,47.6507439238815,318615.3,318615.3,"2154"
2025/08/11 00:00:00,"2",Moyen,#50CCAA,2025/08/11 00:00:00,EPCI,"200067932",CA Golfe du Morbihan - Vannes Agglomération,Air Breizh,"1","1","1","1","2","1",-2.7609165275743,47.6583651598046,267967.3,267967.3,"2154"
2025/05/28 00:00:00,"2",Moyen,#50CCAA,2025/05/28 00:00:00,EPCI,"200068120",CA Quimper Bretagne Occidentale,Air Breizh,"1","1","1","1","2","1",-4.10198668236762,47.9964956465121,171015.6,171015.6,"2154"
2025/04/28 00:00:00,"2",Moyen,#50CCAA,2025/04/28 00:00:00,EPCI,"200066785",CC de l'Oust à Brocéliande,Air Breizh,"1","1","1","1","2","1",-2.1200331367665,47.9036600221747,317723.9,317723.9,"2154"
2025/03/23 00:00:00,"1",Bon,#50F0E6,2025/03/23 00:00:00,EPCI,"200066785",CC de l'Oust à Brocéliande,Air Breizh,"1","1","1","1","1","1",-2.1200331367665,47.9036600221747,317723.9,317723.9,"2154"
2025/06/29 00:00:00,"3",Dégradé,#F0E641,2025/06/29 00:00:00,EPCI,"200069409",CA Saint-Brieuc Armor Agglomération,Air Breizh,"1","1","1","1","3","1",-2.7640703311375,48.513715960167,274663.8,274663.8,"2154"
2025/05/04 00:00:00,"1",Bon,#50F0E6,2025/05/04 00:00:00,EPCI,"200067072",CC Haut-Léon Communauté,Air Breizh,"1","1","1","1","1","1",-3.98618896937642,48.6853663810434,186383.4,186383.4,"2154"
2025/09/28 00:00:00,"1",Bon,#50F0E6,2025/09/28 00:00:00,EPCI,"245600440",CC de Blavet Bellevue Océan,Air Breizh,"1","1","1","1","1","1",-3.24001339693013,47.7642874660523,233039,233039,"2154"
2025/09/16 00:00:00,"1",Bon,#50F0E6,2025/09/16 00:00:00,EPCI,"243500667",CC Val d'Ille-Aubigné,Air Breizh,"1","1","1","1","1","1",-1.69757612798928,48.2159828061313,351290.4,351290.4,"2154"
2025/08/07 00:00:00,"2",Moyen,#50CCAA,2025/08/07 00:00:00,EPCI,"243500667",CC Val d'Ille-Aubigné,Air Breizh,"1","1","2","1","2","1",-1.69757612798928,48.2159828061313,351290.4,351290.4,"2154"
2025/07/07 00:00:00,"3",Dégradé,#F0E641,2025/07/07 00:00:00,EPCI,"245614383",CC Questembert Communauté,Air Breizh,"1","1","1","1","3","1",-2.45065208572431,47.6600264918958,291209.9,291209.9,"2154"
2025/10/31 00:00:00,"1",Bon,#50F0E6,2025/10/31 00:00:00,EPCI,"200038990",CC de Saint-Méen Montauban,Air Breizh,"1","1","1","1","1","1",-2.0494152497493,48.1990566433306,325086.9,325086.9,"2154"
2025/03/26 00:00:00,"1",Bon,#50F0E6,2025/03/26 00:00:00,EPCI,"200067932",CA Golfe du Morbihan - Vannes Agglomération,Air Breizh,"1","1","1","1","1","1",-2.7609165275743,47.6583651598046,267967.3,267967.3,"2154"
2025/10/23 00:00:00,"1",Bon,#50F0E6,2025/10/23 00:00:00,EPCI,"242900801",CA du Pays de Landerneau-Daoulas,Air Breizh,"1","1","1","1","1","1",-4.24853934336532,48.4507645586685,164758.2,164758.2,"2154"
2025/10/02 00:00:00,"1",Bon,#50F0E6,2025/10/02 00:00:00,EPCI,"242900694",CA Quimperlé Communauté,Air Breizh,"1","1","1","1","1","1",-3.55211312972915,47.8742353120373,210748.4,210748.4,"2154"
2025/09/01 00:00:00,"1",Bon,#50F0E6,2025/09/01 00:00:00,EPCI,"242900694",CA Quimperlé Communauté,Air Breizh,"1","1","1","1","1","1",-3.55211312972915,47.8742353120373,210748.4,210748.4,"2154"
2025/03/29 00:00:00,"3",Dégradé,#F0E641,2025/03/29 00:00:00,EPCI,"242200715",CC du Kreiz-Breizh (CCKB),Air Breizh,"1","1","1","3","1","1",-3.32144296801558,48.2366646957772,231156.1,231156.1,"2154"
2025/08/25 00:00:00,"2",Moyen,#50CCAA,2025/08/25 00:00:00,EPCI,"242900793",CC Communauté Lesneven Côte des Légendes,Air Breizh,"1","1","1","1","2","1",-4.32208881188188,48.5720576764566,160591.2,160591.2,"2154"
2025/08/23 00:00:00,"2",Moyen,#50CCAA,2025/08/23 00:00:00,EPCI,"200070670",CC du Pays de Dol et de la Baie du Mont Saint-Michel,Air Breizh,"1","1","1","1","2","1",-1.75350743243734,48.5497368809613,349375.4,349375.4,"2154"
2025/04/26 00:00:00,"1",Bon,#50F0E6,2025/04/26 00:00:00,EPCI,"242900801",CA du Pays de Landerneau-Daoulas,Air Breizh,"1","1","1","1","1","1",-4.24853934336532,48.4507645586685,164758.2,164758.2,"2154"
2025/05/09 00:00:00,"2",Moyen,#50CCAA,2025/05/09 00:00:00,EPCI,"243500741",CA Redon Agglomération,Air Breizh,"1","1","1","1","2","1",-2.08382885656101,47.6507439238815,318615.3,318615.3,"2154"
2025/04/28 00:00:00,"2",Moyen,#50CCAA,2025/04/28 00:00:00,EPCI,"242900314",Brest Métropole,Air Breizh,"1","1","1","1","2","1",-4.48505243415574,48.3913237343255,146719.9,146719.9,"2154"
2025/10/13 00:00:00,"1",Bon,#50F0E6,2025/10/13 00:00:00,EPCI,"242900702",CC du Pays Bigouden Sud,Air Breizh,"1","1","1","1","1","1",-4.22234240780493,47.8669365549986,160760.9,160760.9,"2154"
2025/11/01 00:00:00,"1",Bon,#50F0E6,2025/11/01 00:00:00,EPCI,"200067932",CA Golfe du Morbihan - Vannes Agglomération,Air Breizh,"1","1","1","1","1","1",-2.7609165275743,47.6583651598046,267967.3,267967.3,"2154"
2025/05/18 00:00:00,"2",Moyen,#50CCAA,2025/05/18 00:00:00,EPCI,"200038990",CC de Saint-Méen Montauban,Air Breizh,"1","1","1","1","2","1",-2.0494152497493,48.1990566433306,325086.9,325086.9,"2154"
2025/05/13 00:00:00,"2",Moyen,#50CCAA,2025/05/13 00:00:00,EPCI,"245614417",CC Roi Morvan Communauté,Air Breizh,"1","1","1","1","2","1",-3.60602865546462,48.1400149737733,209199.8,209199.8,"2154"
2025/05/06 00:00:00,"2",Moyen,#50CCAA,2025/05/06 00:00:00,EPCI,"242900744",CC Poher communauté,Air Breizh,"1","1","1","1","2","1",-3.57433242338184,48.2757314530589,212803.6,212803.6,"2154"
2025/05/19 00:00:00,"4",Mauvais,#FF5050,2025/05/19 00:00:00,EPCI,"200043990",CC Vallons de Haute-Bretagne Communauté,Air Breizh,"1","1","1","1","4","1",-1.79668804485947,47.9660020876481,342255.6,342255.6,"2154"
2025/05/19 00:00:00,"2",Moyen,#50CCAA,2025/05/19 00:00:00,EPCI,"200066868",CC Presqu'île de Crozon-Aulne maritime,Air Breizh,"1","1","1","1","2","1",-4.48895331572591,48.2453434771883,144895.9,144895.9,"2154"
2025/07/08 00:00:00,"2",Moyen,#50CCAA,2025/07/08 00:00:00,EPCI,"243500782",CA du Pays de Saint Malo Agglomération,Air Breizh,"1","1","1","1","2","1",-2.02273849222704,48.6515163373056,330261.9,330261.9,"2154"
2025/08/09 00:00:00,"2",Moyen,#50CCAA,2025/08/09 00:00:00,EPCI,"200068989",CA Dinan Agglomération,Air Breizh,"1","1","1","1","2","1",-2.04716771348164,48.4540951059909,327064.2,327064.2,"2154"
2025/06/06 00:00:00,"4",Mauvais,#FF5050,2025/06/06 00:00:00,EPCI,"245614383",CC Questembert Communauté,Air Breizh,"1","1","1","1","4","1",-2.45065208572431,47.6600264918958,291209.9,291209.9,"2154"
2025/05/17 00:00:00,"2",Moyen,#50CCAA,2025/05/17 00:00:00,EPCI,"243500725",CC Côte d'Émeraude,Air Breizh,"1","1","1","1","2","1",-2.05485821960573,48.6315789992608,327758.9,327758.9,"2154"
2025/06/04 00:00:00,"4",Mauvais,#FF5050,2025/06/04 00:00:00,EPCI,"243500550",CC Montfort Communauté,Air Breizh,"1","1","1","1","4","1",-1.95746781106503,48.139003703108,331486.1,331486.1,"2154"
2025/10/01 00:00:00,"1",Bon,#50F0E6,2025/10/01 00:00:00,EPCI,"242900694",CA Quimperlé Communauté,Air Breizh,"1","1","1","1","1","1",-3.55211312972915,47.8742353120373,210748.4,210748.4,"2154"
2025/08/07 00:00:00,"2",Moyen,#50CCAA,2025/08/07 00:00:00,EPCI,"242900744",CC Poher communauté,Air Breizh,"1","1","1","1","2","1",-3.57433242338184,48.2757314530589,212803.6,212803.6,"2154"
2025/07/24 00:00:00,"2",Moyen,#50CCAA,2025/07/24 00:00:00,EPCI,"245614433",CC Pontivy Communauté,Air Breizh,"1","1","1","1","2","1",-2.96775104478491,48.0643873475078,255891.4,255891.4,"2154"
2025/06/17 00:00:00,"3",Dégradé,#F0E641,2025/06/17 00:00:00,EPCI,"242900793",CC Communauté Lesneven Côte des Légendes,Air Breizh,"1","1","1","1","3","1",-4.32208881188188,48.5720576764566,160591.2,160591.2,"2154"
2025/06/26 00:00:00,"2",Moyen,#50CCAA,2025/06/26 00:00:00,EPCI,"242900553",CC du Pays des Abers,Air Breizh,"1","1","1","1","2","1",-4.42440548307864,48.5020138610101,152344.7,152344.7,"2154"
2025/09/02 00:00:00,"1",Bon,#50F0E6,2025/09/02 00:00:00,EPCI,"200096683",CC Centre Morbihan Communauté,Air Breizh,"1","1","1","1","1","1",-2.83557416021754,47.8890200962972,264270.8,264270.8,"2154"
2025/05/13 00:00:00,"2",Moyen,#50CCAA,2025/05/13 00:00:00,EPCI,"200027027",CC Arc Sud Bretagne,Air Breizh,"1","1","1","1","2","1",-2.4828694971535,47.5551070118269,287988.8,287988.8,"2154"
2025/04/07 00:00:00,"4",Mauvais,#FF5050,2025/04/07 00:00:00,EPCI,"242900314",Brest Métropole,Air Breizh,"1","1","1","4","1","1",-4.48505243415574,48.3913237343255,146719.9,146719.9,"2154"
2025/04/15 00:00:00,"1",Bon,#50F0E6,2025/04/15 00:00:00,EPCI,"200038990",CC de Saint-Méen Montauban,Air Breizh,"1","1","1","1","1","1",-2.0494152497493,48.1990566433306,325086.9,325086.9,"2154"
2025/07/03 00:00:00,"2",Moyen,#50CCAA,2025/07/03 00:00:00,EPCI,"242900801",CA du Pays de Landerneau-Daoulas,Air Breizh,"1","1","1","1","2","1",-4.24853934336532,48.4507645586685,164758.2,164758.2,"2154"
2025/06/10 00:00:00,"3",Dégradé,#F0E641,2025/06/10 00:00:00,EPCI,"242900629",CC Cap Sizun - Pointe du Raz,Air Breizh,"1","1","1","1","3","1",-4.4877795284204,48.0150803728661,142559.7,142559.7,"2154"
2025/08/21 00:00:00,"2",Moyen,#50CCAA,2025/08/21 00:00:00,EPCI,"200066868",CC Presqu'île de Crozon-Aulne maritime,Air Breizh,"1","1","1","1","2","1",-4.48895331572591,48.2453434771883,144895.9,144895.9,"2154"
2025/04/11 00:00:00,"2",Moyen,#50CCAA,2025/04/11 00:00:00,EPCI,"200067460",CC Loudéac Communauté - Bretagne Centre,Air Breizh,"1","1","1","2","1","1",-2.75197159567205,48.1765340598059,272827.4,272827.4,"2154"
2025/08/25 00:00:00,"2",Moyen,#50CCAA,2025/08/25 00:00:00,EPCI,"200065928",CA Lannion-Trégor Communauté,Air Breizh,"2","1","1","1","2","1",-3.45933929752976,48.7321029481567,225451.4,225451.4,"2154"
2025/03/30 00:00:00,"2",Moyen,#50CCAA,2025/03/30 00:00:00,EPCI,"242900835",CA Morlaix Communauté,Air Breizh,"1","1","1","2","1","1",-3.8282460973406,48.5776474234901,196931.6,196931.6,"2154"
2025/10/12 00:00:00,"1",Bon,#50F0E6,2025/10/12 00:00:00,EPCI,"244400610",CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),Air Breizh,"1","1","1","1","1","1",-2.34291125044261,47.4824395443427,297943.9,297943.9,"2154"
2025/03/19 00:00:00,"2",Moyen,#50CCAA,2025/03/19 00:00:00,EPCI,"200069086",CC Leff Armor Communauté,Air Breizh,"1","2","1","1","1","1",-2.9320375880658,48.6758929873342,263645.5,263645.5,"2154"
2025/10/21 00:00:00,"1",Bon,#50F0E6,2025/10/21 00:00:00,EPCI,"200096683",CC Centre Morbihan Communauté,Air Breizh,"1","1","1","1","1","1",-2.83557416021754,47.8890200962972,264270.8,264270.8,"2154"
2025/07/09 00:00:00,"2",Moyen,#50CCAA,2025/07/09 00:00:00,EPCI,"242900553",CC du Pays des Abers,Air Breizh,"1","1","1","1","2","1",-4.42440548307864,48.5020138610101,152344.7,152344.7,"2154"
2025/08/03 00:00:00,"2",Moyen,#50CCAA,2025/08/03 00:00:00,EPCI,"245614433",CC Pontivy Communauté,Air Breizh,"1","1","1","1","2","1",-2.96775104478491,48.0643873475078,255891.4,255891.4,"2154"
2025/05/18 00:00:00,"2",Moyen,#50CCAA,2025/05/18 00:00:00,EPCI,"242900744",CC Poher communauté,Air Breizh,"1","1","1","1","2","1",-3.57433242338184,48.2757314530589,212803.6,212803.6,"2154"
2025/04/08 00:00:00,"4",Mauvais,#FF5050,2025/04/08 00:00:00,EPCI,"200070670",CC du Pays de Dol et de la Baie du Mont Saint-Michel,Air Breizh,"1","1","1","4","1","1",-1.75350743243734,48.5497368809613,349375.4,349375.4,"2154"
2025/07/08 00:00:00,"2",Moyen,#50CCAA,2025/07/08 00:00:00,EPCI,"242900314",Brest Métropole,Air Breizh,"1","1","1","1","2","1",-4.48505243415574,48.3913237343255,146719.9,146719.9,"2154"
2025/10/31 00:00:00,"1",Bon,#50F0E6,2025/10/31 00:00:00,EPCI,"200043123",CC Auray Quiberon Terre Atlantique,Air Breizh,"1","1","1","1","1","1",-2.98355280356959,47.6664683155806,251370.5,251370.5,"2154"
2025/07/18 00:00:00,"2",Moyen,#50CCAA,2025/07/18 00:00:00,EPCI,"200067932",CA Golfe du Morbihan - Vannes Agglomération,Air Breizh,"1","1","1","1","2","1",-2.7609165275743,47.6583651598046,267967.3,267967.3,"2154"
2025/05/17 00:00:00,"2",Moyen,#50CCAA,2025/05/17 00:00:00,EPCI,"242900660",CC du Pays Fouesnantais,Air Breizh,"1","1","1","1","2","1",-4.01223968841626,47.8945033755535,176677.5,176677.5,"2154"
2025/10/05 00:00:00,"1",Bon,#50F0E6,2025/10/05 00:00:00,EPCI,"200039022",CA Vitré Communauté,Air Breizh,"1","1","1","1","1","1",-1.2155273229696,48.1246532522116,386496.2,386496.2,"2154"
2025/04/12 00:00:00,"2",Moyen,#50CCAA,2025/04/12 00:00:00,EPCI,"200066785",CC de l'Oust à Brocéliande,Air Breizh,"1","1","1","2","1","1",-2.1200331367665,47.9036600221747,317723.9,317723.9,"2154"
2025/07/19 00:00:00,"2",Moyen,#50CCAA,2025/07/19 00:00:00,EPCI,"200042174",CA Lorient Agglomération,Air Breizh,"1","1","1","1","2","1",-3.36605581434868,47.7482760247066,223483.8,223483.8,"2154"
2025/05/10 00:00:00,"2",Moyen,#50CCAA,2025/05/10 00:00:00,EPCI,"200067460",CC Loudéac Communauté - Bretagne Centre,Air Breizh,"1","1","1","1","2","1",-2.75197159567205,48.1765340598059,272827.4,272827.4,"2154"
2025/04/28 00:00:00,"2",Moyen,#50CCAA,2025/04/28 00:00:00,EPCI,"200067197",CC Monts d'Arrée Communauté,Air Breizh,"1","1","1","1","2","1",-3.74465479877594,48.3643149129219,201052,201052,"2154"
2025/04/09 00:00:00,"2",Moyen,#50CCAA,2025/04/09 00:00:00,EPCI,"243500725",CC Côte d'Émeraude,Air Breizh,"1","1","1","2","1","1",-2.05485821960573,48.6315789992608,327758.9,327758.9,"2154"
2025/04/24 00:00:00,"1",Bon,#50F0E6,2025/04/24 00:00:00,EPCI,"200043123",CC Auray Quiberon Terre Atlantique,Air Breizh,"1","1","1","1","1","1",-2.98355280356959,47.6664683155806,251370.5,251370.5,"2154"
2025/09/25 00:00:00,"1",Bon,#50F0E6,2025/09/25 00:00:00,EPCI,"243500618",CC de Brocéliande Communauté,Air Breizh,"1","1","1","1","1","1",-1.86410913895819,48.0484846848632,337797.8,337797.8,"2154"
2025/07/20 00:00:00,"2",Moyen,#50CCAA,2025/07/20 00:00:00,EPCI,"243500139",Rennes Métropole,Air Breizh,"1","1","1","1","2","1",-1.68005409066314,48.1115824720114,351902.3,351902.3,"2154"
2025/05/24 00:00:00,"2",Moyen,#50CCAA,2025/05/24 00:00:00,EPCI,"200065928",CA Lannion-Trégor Communauté,Air Breizh,"1","1","1","1","2","1",-3.45933929752976,48.7321029481567,225451.4,225451.4,"2154"
2025/05/19 00:00:00,"3",Dégradé,#F0E641,2025/05/19 00:00:00,EPCI,"200067460",CC Loudéac Communauté - Bretagne Centre,Air Breizh,"1","1","1","1","3","1",-2.75197159567205,48.1765340598059,272827.4,272827.4,"2154"
2025/06/12 00:00:00,"2",Moyen,#50CCAA,2025/06/12 00:00:00,EPCI,"242900769",CA Concarneau Cornouaille Agglomération,Air Breizh,"1","1","1","1","2","1",-3.91944318828057,47.8708788079972,183355.3,183355.3,"2154"
2025/08/26 00:00:00,"1",Bon,#50F0E6,2025/08/26 00:00:00,EPCI,"242900702",CC du Pays Bigouden Sud,Air Breizh,"1","1","1","1","1","1",-4.22234240780493,47.8669365549986,160760.9,160760.9,"2154"
2025/03/19 00:00:00,"2",Moyen,#50CCAA,2025/03/19 00:00:00,EPCI,"200043990",CC Vallons de Haute-Bretagne Communauté,Air Breizh,"1","2","1","1","1","1",-1.79668804485947,47.9660020876481,342255.6,342255.6,"2154"
2025/06/24 00:00:00,"4",Mauvais,#FF5050,2025/06/24 00:00:00,EPCI,"200069391",CA de Lamballe Terre et Mer,Air Breizh,"1","1","1","1","4","1",-2.51714699092969,48.4686957355801,292504.8,292504.8,"2154"
2025/08/23 00:00:00,"2",Moyen,#50CCAA,2025/08/23 00:00:00,EPCI,"245614433",CC Pontivy Communauté,Air Breizh,"1","1","1","1","2","1",-2.96775104478491,48.0643873475078,255891.4,255891.4,"2154"
2025/10/29 00:00:00,"1",Bon,#50F0E6,2025/10/29 00:00:00,EPCI,"200027027",CC Arc Sud Bretagne,Air Breizh,"1","1","1","1","1","1",-2.4828694971535,47.5551070118269,287988.8,287988.8,"2154"
2025/09/21 00:00:00,"1",Bon,#50F0E6,2025/09/21 00:00:00,EPCI,"200067072",CC Haut-Léon Communauté,Air Breizh,"1","1","1","1","1","1",-3.98618896937642,48.6853663810434,186383.4,186383.4,"2154"
2025/07/05 00:00:00,"2",Moyen,#50CCAA,2025/07/05 00:00:00,EPCI,"242900314",Brest Métropole,Air Breizh,"1","1","1","1","2","1",-4.48505243415574,48.3913237343255,146719.9,146719.9,"2154"
2025/07/27 00:00:00,"2",Moyen,#50CCAA,2025/07/27 00:00:00,EPCI,"243500550",CC Montfort Communauté,Air Breizh,"1","1","1","1","2","1",-1.95746781106503,48.139003703108,331486.1,331486.1,"2154"
2025/10/24 00:00:00,"1",Bon,#50F0E6,2025/10/24 00:00:00,EPCI,"200070662",CC Bretagne porte de Loire Communauté,Air Breizh,"1","1","1","1","1","1",-1.68303414640781,47.8427236355187,349910.1,349910.1,"2154"
2025/04/29 00:00:00,"2",Moyen,#50CCAA,2025/04/29 00:00:00,EPCI,"200096683",CC Centre Morbihan Communauté,Air Breizh,"1","1","1","1","2","1",-2.83557416021754,47.8890200962972,264270.8,264270.8,"2154"
2025/09/10 00:00:00,"1",Bon,#50F0E6,2025/09/10 00:00:00,EPCI,"200038990",CC de Saint-Méen Montauban,Air Breizh,"1","1","1","1","1","1",-2.0494152497493,48.1990566433306,325086.9,325086.9,"2154"
2025/05/21 00:00:00,"2",Moyen,#50CCAA,2025/05/21 00:00:00,EPCI,"242200715",CC du Kreiz-Breizh (CCKB),Air Breizh,"1","1","1","2","2","1",-3.32144296801558,48.2366646957772,231156.1,231156.1,"2154"
2025/07/31 00:00:00,"2",Moyen,#50CCAA,2025/07/31 00:00:00,EPCI,"243500667",CC Val d'Ille-Aubigné,Air Breizh,"1","1","2","1","2","1",-1.69757612798928,48.2159828061313,351290.4,351290.4,"2154"
2025/07/29 00:00:00,"2",Moyen,#50CCAA,2025/07/29 00:00:00,EPCI,"200066777",CC Ploërmel Communauté,Air Breizh,"1","1","1","1","2","1",-2.39672441441736,47.9291859794505,297290.4,297290.4,"2154"
2025/06/05 00:00:00,"1",Bon,#50F0E6,2025/06/05 00:00:00,EPCI,"200038990",CC de Saint-Méen Montauban,Air Breizh,"1","1","1","1","1","1",-2.0494152497493,48.1990566433306,325086.9,325086.9,"2154"
2025/09/22 00:00:00,"1",Bon,#50F0E6,2025/09/22 00:00:00,EPCI,"200067460",CC Loudéac Communauté - Bretagne Centre,Air Breizh,"1","1","1","1","1","1",-2.75197159567205,48.1765340598059,272827.4,272827.4,"2154"
2025/08/26 00:00:00,"2",Moyen,#50CCAA,2025/08/26 00:00:00,EPCI,"200070662",CC Bretagne porte de Loire Communauté,Air Breizh,"1","1","1","1","2","1",-1.68303414640781,47.8427236355187,349910.1,349910.1,"2154"
2025/04/09 00:00:00,"3",Dégradé,#F0E641,2025/04/09 00:00:00,EPCI,"200043990",CC Vallons de Haute-Bretagne Communauté,Air Breizh,"1","1","1","3","1","1",-1.79668804485947,47.9660020876481,342255.6,342255.6,"2154"
2025/10/18 00:00:00,"1",Bon,#50F0E6,2025/10/18 00:00:00,EPCI,"200067981",CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Air Breizh,"1","1","1","1","1","1",-3.04883783269983,48.779816721093,255954.7,255954.7,"2154"
2025/04/08 00:00:00,"4",Mauvais,#FF5050,2025/04/08 00:00:00,EPCI,"243500659",CC Pays de Châteaugiron Communauté,Air Breizh,"1","1","1","4","1","1",-1.50318520785562,48.0485929702895,364644.1,364644.1,"2154"
2025/04/30 00:00:00,"2",Moyen,#50CCAA,2025/04/30 00:00:00,EPCI,"242900710",CC du Haut Pays Bigouden,Air Breizh,"1","1","1","1","2","1",-4.28575837918571,47.9032839207926,156411.6,156411.6,"2154"
2025/04/13 00:00:00,"1",Bon,#50F0E6,2025/04/13 00:00:00,EPCI,"243500659",CC Pays de Châteaugiron Communauté,Air Breizh,"1","1","1","1","1","1",-1.50318520785562,48.0485929702895,364644.1,364644.1,"2154"
2025/03/22 00:00:00,"1",Bon,#50F0E6,2025/03/22 00:00:00,EPCI,"242900553",CC du Pays des Abers,Air Breizh,"1","1","1","1","1","1",-4.42440548307864,48.5020138610101,152344.7,152344.7,"2154"
2025/09/08 00:00:00,"1",Bon,#50F0E6,2025/09/08 00:00:00,EPCI,"200070688",CC Couesnon Marches de Bretagne,Air Breizh,"1","1","1","1","1","1",-1.36486718827663,48.4109149936545,377158.9,377158.9,"2154"
2025/10/24 00:00:00,"1",Bon,#50F0E6,2025/10/24 00:00:00,EPCI,"245600440",CC de Blavet Bellevue Océan,Air Breizh,"1","1","1","1","1","1",-3.24001339693013,47.7642874660523,233039,233039,"2154"
2025/06/01 00:00:00,"3",Dégradé,#F0E641,2025/06/01 00:00:00,EPCI,"243500725",CC Côte d'Émeraude,Air Breizh,"1","1","1","1","3","1",-2.05485821960573,48.6315789992608,327758.9,327758.9,"2154"
2025/05/28 00:00:00,"2",Moyen,#50CCAA,2025/05/28 00:00:00,EPCI,"242900801",CA du Pays de Landerneau-Daoulas,Air Breizh,"1","1","1","1","2","1",-4.24853934336532,48.4507645586685,164758.2,164758.2,"2154"
2025/06/08 00:00:00,"3",Dégradé,#F0E641,2025/06/08 00:00:00,EPCI,"242900629",CC Cap Sizun - Pointe du Raz,Air Breizh,"1","1","1","1","3","1",-4.4877795284204,48.0150803728661,142559.7,142559.7,"2154"
2025/03/18 00:00:00,"1",Bon,#50F0E6,2025/03/18 00:00:00,EPCI,"242900645",CC Douarnenez Communauté,Air Breizh,"1","1","1","1","1","1",-4.33045476738565,48.0918188054581,155028.5,155028.5,"2154"
2025/09/16 00:00:00,"1",Bon,#50F0E6,2025/09/16 00:00:00,EPCI,"243500782",CA du Pays de Saint Malo Agglomération,Air Breizh,"1","1","1","1","1","1",-2.02273849222704,48.6515163373056,330261.9,330261.9,"2154"
2025/06/08 00:00:00,"4",Mauvais,#FF5050,2025/06/08 00:00:00,EPCI,"200067460",CC Loudéac Communauté - Bretagne Centre,Air Breizh,"1","1","1","1","4","1",-2.75197159567205,48.1765340598059,272827.4,272827.4,"2154"
2025/09/12 00:00:00,"1",Bon,#50F0E6,2025/09/12 00:00:00,EPCI,"242900694",CA Quimperlé Communauté,Air Breizh,"1","1","1","1","1","1",-3.55211312972915,47.8742353120373,210748.4,210748.4,"2154"
2025/06/22 00:00:00,"4",Mauvais,#FF5050,2025/06/22 00:00:00,EPCI,"243500741",CA Redon Agglomération,Air Breizh,"1","1","1","1","4","1",-2.08382885656101,47.6507439238815,318615.3,318615.3,"2154"
2025/06/17 00:00:00,"4",Mauvais,#FF5050,2025/06/17 00:00:00,EPCI,"200096675",CC Baud Communauté,Air Breizh,"1","1","1","1","4","1",-3.02132932402752,47.8741045202988,250301.1,250301.1,"2154"
2025/07/25 00:00:00,"2",Moyen,#50CCAA,2025/07/25 00:00:00,EPCI,"200072452",CA Fougères Agglomération,Air Breizh,"1","1","1","1","2","1",-1.20448337977632,48.3515081075327,388658.6,388658.6,"2154"
